dbn,locationname,school_type,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,,,,p_q1b,,,,p_q1c,,,,p_q1d,,,,p_q1e,,,,p_q1f,,,,p_q1g,,,,p_q1h,,,,p_q1i,,,,p_q1j,,,,p_q1k,,,,p_q1l,,,,p_q1m,,,,p_q1n,,,,p_q1o,,,,p_q1p,,,,p_q1q,,,,p_q1r,,,,p_q2a,,,,,p_q2b,,,,,p_q2c,,,,,p_q2d,,,,,p_q2e,,,,,p_q2f,,,,,p_q2g,,,,,p_q2h,,,,,p_q2i,,,,,p_q2j,,,,,p_q3a,,,,p_q3b,,,,p_q4a,,,,p_q4b,,,,p_q4c,,,,p_q4d,,,,p_q5a,,,,p_q5b,,,,p_q5c,,,,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,,,,,,,,,,p_q9,,,,p_q10a,,,,p_q10b
03M334,The Anderson School,ES/MS,8.8036,9.00747,8.7,9,9.24623,,,,8.74375,,,,8.8125,,,,8.88191,,,,9.54375,,,,8.75,,,,8.33543,,,,9.3797,,,,9.09375,,,,9.55625,,,,8.98241,,,,9.22306,,,,8.71859,,,,8.8505,,,,9.41772,,,,8.86247,,,,8.47656,,,,8.94805,,,,9.1,,,,,9,,,,,8.7,,,,,8.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.02764,,,,Not Scored,,,,8.8481,,,,9.13903,,,,9.19005,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.91667,,,,8.75,,,,7.08333
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,HS,7.76113,8.17732,7.8,7.9,8.34459,,,,7.90541,,,,7.93333,,,,8.49315,,,,8.73288,,,,8.4375,,,,7.91667,,,,7.86232,,,,7.88732,,,,8.06338,,,,7.25694,,,,8.05556,,,,7.83784,,,,8.10714,,,,7.85211,,,,7.74306,,,,7.89286,,,,7.97101,,,,8,,,,,8.2,,,,,8.3,,,,,7.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.84507,,,,Not Scored,,,,8.04054,,,,7.46479,,,,7.74648,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.125,,,,7.5,,,,7.72727
03M403,THE GLOBAL LEARNING COLLABORATIVE,HS,8.13791,8.10595,8.1,8.1,8.36806,,,,7.78169,,,,7.84722,,,,8.61111,,,,8.80137,,,,8.4507,,,,8.2971,,,,8.5,,,,8.11644,,,,8.23944,,,,7.80822,,,,8.18493,,,,7.95139,,,,7.77397,,,,8.06338,,,,8.14286,,,,8.25758,,,,8.57143,,,,8.1,,,,,8.2,,,,,8.3,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.07143,,,,Not Scored,,,,8.06338,,,,7.71127,,,,8.41549,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.39286,,,,8.39286,,,,8.21429
03M404,INNOVATION DIPLOMA PLUS,HST,8.58864,8.68102,8.5,8.6,8.9375,,,,8.59375,,,,8.73333,,,,8.9375,,,,8.79747,,,,8.76623,,,,8.86364,,,,8.8141,,,,8.49359,,,,8.84375,,,,8.67089,,,,8.70253,,,,8.58974,,,,8.32278,,,,8.49359,,,,8.7987,,,,8.47403,,,,8.75,,,,9,,,,,8.6,,,,,8.7,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.07792,,,,Not Scored,,,,8.7013,,,,8.8961,,,,8.47973,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8.33333,,,,8.33333
03M415,Wadleigh Secondary School for the Performing & Visual Arts,MS/HS,7.88415,7.70494,7.6,7.9,7.69495,,,,7.44213,,,,7.61792,,,,8.09524,,,,8.20755,,,,7.891,,,,7.82609,,,,7.93062,,,,7.94601,,,,7.8972,,,,7.90094,,,,7.89474,,,,7.89855,,,,7.83654,,,,7.83175,,,,7.67857,,,,7.67949,,,,7.8866,,,,8,,,,,8.2,,,,,8.2,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.311,,,,Not Scored,,,,7.43056,,,,7.5,,,,7.51214,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.29545,,,,8.02083,,,,8.29545
03M417,FRANK McCOURT HIGH SCHOOL,HS,8.15266,8.23982,7.8,8.5,8.46311,,,,7.64463,,,,7.78926,,,,8.27731,,,,8.83333,,,,8.11475,,,,8.14583,,,,8.65702,,,,7.58333,,,,8.54167,,,,8.36864,,,,8.52459,,,,8.65854,,,,8.2582,,,,8.40164,,,,8.26271,,,,7.84783,,,,8.46983,,,,8.5,,,,,8.5,,,,,8.5,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.95833,,,,Not Scored,,,,8.45041,,,,8.18182,,,,8.73967,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.5,,,,7.5,,,,7
03M421,WEST PREP ACADEMY,MS,8.31343,8.6052,8.4,8.4,8.72699,,,,8.21646,,,,8.42025,,,,8.95963,,,,9.16667,,,,8.61963,,,,8.57813,,,,8.67089,,,,8.26087,,,,8.74233,,,,8.50309,,,,8.54294,,,,8.3125,,,,8.53395,,,,8.5828,,,,8.26433,,,,7.9932,,,,8.64379,,,,8.5,,,,,8.4,,,,,8.7,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.03642,,,,Not Scored,,,,8.56688,,,,8.32258,,,,8.62013,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.14516,,,,7.82258,,,,7.58929
03M452,P.S. 452,ECC,8.88055,9.13387,8.9,9.3,8.96789,,,,9.15138,,,,8.89908,,,,9.14352,,,,9.56422,,,,8.75,,,,8.84259,,,,9.40909,,,,8.98148,,,,8.73853,,,,8.92202,,,,8.99083,,,,8.83028,,,,8.94495,,,,9.14352,,,,8.29327,,,,7.81863,,,,9.12844,,,,9.2,,,,,9.4,,,,,9.3,,,,,9.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.92202,,,,Not Scored,,,,9.2757,,,,9.18224,,,,9.57944,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.69048,,,,8.69048,,,,8.625
03M479,Beacon High School,HS,8.60087,8.21339,8.4,8.7,8.10533,,,,7.09345,,,,8.25666,,,,8.54523,,,,9.19927,,,,8.17518,,,,7.81875,,,,8.50625,,,,8.70711,,,,9.05947,,,,8.74696,,,,8.60837,,,,8.57407,,,,8.36823,,,,8.92241,,,,8.69779,,,,8.28395,,,,8.65288,,,,8.9,,,,,8.6,,,,,8.8,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.33946,,,,Not Scored,,,,8.25739,,,,8.81995,,,,8.73472,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.3,,,,8.64583,,,,7.5
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,HS,7.7999,7.88331,8.2,8.2,7.95091,,,,6.84479,,,,7.96524,,,,8.36549,,,,8.98714,,,,7.83136,,,,7.74256,,,,8.27131,,,,8.5546,,,,8.55687,,,,8.07858,,,,7.9962,,,,7.83747,,,,7.63739,,,,8.34773,,,,8.04891,,,,7.75787,,,,7.84027,,,,8.8,,,,,8.3,,,,,8.4,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.25864,,,,Not Scored,,,,7.91441,,,,8.23052,,,,8.12567,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.53846,,,,6.73077,,,,7.30769
03M492,"High School for Law, Advocacy and Community Justice",HS,7.68024,7.80435,7.6,7.8,7.83333,,,,7.81884,,,,7.71739,,,,7.78261,,,,7.82609,,,,7.80523,,,,7.74709,,,,7.7971,,,,7.64493,,,,7.84058,,,,7.82703,,,,7.81159,,,,7.76087,,,,7.81159,,,,7.80523,,,,7.76087,,,,7.7029,,,,7.84783,,,,7.7,,,,,7.8,,,,,7.8,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.88227,,,,Not Scored,,,,7.81884,,,,7.78986,,,,7.76163,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.375,,,,7.375,,,,7.375
03M494,High School of Arts and Technology,HS,7.65952,7.83174,7.6,7.7,8.26471,,,,7.21893,,,,7.26471,,,,8.10651,,,,8.45808,,,,7.92899,,,,7.69461,,,,8.05723,,,,7.45562,,,,7.87651,,,,7.61765,,,,7.7381,,,,7.63314,,,,7.81065,,,,7.82934,,,,7.69697,,,,7.34663,,,,7.5,,,,7.9,,,,,7.9,,,,,8.3,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.54012,,,,Not Scored,,,,7.97337,,,,7.73952,,,,7.96407,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.76316,,,,7.63158,,,,6.76471
03M505,Edward A. Reynolds West Side High School,HST,8.59689,8.34844,8.3,8.7,8.28125,,,,7.85714,,,,7.84314,,,,9.03061,,,,8.82653,,,,8.75,,,,8.42391,,,,8.8,,,,8.46939,,,,8.52041,,,,8.40426,,,,8.51064,,,,8.58696,,,,8.53261,,,,8.82653,,,,8.61702,,,,8.83721,,,,8.6413,,,,8.9,,,,,8.7,,,,,8.5,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.26042,,,,Not Scored,,,,8.75,,,,8.7,,,,8.65,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.33333,,,,8.66667,,,,8.75
03M541,Manhattan / Hunter Science High School,HS,8.25158,8.49948,8.3,8.6,8.77863,,,,8.07252,,,,8.16794,,,,8.81679,,,,8.83588,,,,8.75969,,,,8.49237,,,,8.87597,,,,8.05344,,,,8.65234,,,,8.70229,,,,8.81679,,,,8.72093,,,,8.69231,,,,8.85496,,,,8.73077,,,,8.28,,,,8.78049,,,,8.8,,,,,8.7,,,,,8.8,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.61157,,,,Not Scored,,,,8.44961,,,,8.52362,,,,8.51563,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.5,,,,6.25,,,,7.5
03M859,Special Music School,ES/MS,8.89266,8.83185,8.6,9.1,8.84615,,,,8.68132,,,,8.54396,,,,8.54396,,,,9.56044,,,,8.50575,,,,7.94944,,,,9.36111,,,,8.58333,,,,9.25824,,,,8.87363,,,,9.17614,,,,8.90449,,,,8.76374,,,,9.26966,,,,8.75,,,,8.21023,,,,9.31034,,,,9.4,,,,,9,,,,,8.9,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.11111,,,,Not Scored,,,,8.59551,,,,9.1092,,,,8.85294,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.75,,,,8.75,,,,8.125
03M860,Frederick Douglass Academy II Secondary School,MS/HS,7.80418,8.46726,7.8,8,8.85417,,,,8.25,,,,8.27206,,,,8.75,,,,8.67647,,,,7.98507,,,,8.0303,,,,8.43284,,,,7.78986,,,,8.58696,,,,8.41912,,,,8.4058,,,,8.39286,,,,8.44203,,,,8.46429,,,,8.5,,,,7.99242,,,,7.89063,,,,8.1,,,,,8.3,,,,,8.2,,,,,7.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.1087,,,,Not Scored,,,,8.30882,,,,8.00781,,,,8.43284,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.13636,,,,6.25,,,,6.25
03M862,Mott Hall II,MS,8.59059,8.66507,8.3,8.5,9.06593,,,,8.30586,,,,8.55699,,,,8.86531,,,,8.89623,,,,8.30258,,,,8.49624,,,,8.6985,,,,8.22761,,,,8.90741,,,,8.71296,,,,8.65741,,,,8.48513,,,,8.55948,,,,8.74067,,,,8.59142,,,,8.125,,,,8.21429,,,,8.8,,,,,8.6,,,,,8.7,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.91011,,,,Not Scored,,,,8.60595,,,,8.72222,,,,8.48881,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.5,,,,8.33333,,,,8.35714
04M007,P.S. 007 Samuel Stern,ES/MS,7.99048,7.98643,7.6,8,7.99669,,,,7.79412,,,,7.84091,,,,8.2,,,,8.39161,,,,8.05172,,,,7.67361,,,,7.95302,,,,7.5,,,,7.77027,,,,8.11224,,,,8.18182,,,,8.04276,,,,8.05743,,,,7.95302,,,,7.72727,,,,7.61364,,,,8.40385,,,,7.9,,,,,8,,,,,8,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.5,,,,Not Scored,,,,7.83784,,,,7.89007,,,,7.97872,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.36957,,,,8.15217,,,,7.71739
04M012,Tag Young Scholars,ES/MS,7.60785,6.96298,6.8,8,6.68269,,,,6.35266,,,,6.59639,,,,6.52778,,,,7.8423,,,,6.05168,,,,6.29332,,,,8.6358,,,,6.03261,,,,7.91363,,,,7.84856,,,,7.88462,,,,8.08434,,,,7.84856,,,,7.56039,,,,6.74129,,,,6.26894,,,,6.97139,,,,8.4,,,,,8.5,,,,,8.4,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.58374,,,,Not Scored,,,,6.45531,,,,7.11165,,,,8.75613,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.57143,,,,6.78571,,,,6.42857
04M013,J.H.S. 013 Jackie Robinson,MS,7.27347,8.22168,7.6,8.4,8.47222,,,,7.63889,,,,8.61111,,,,8.61111,,,,8.75,,,,8.05556,,,,7.77778,,,,8.08824,,,,7.91667,,,,8.05556,,,,7.36111,,,,7.5,,,,7.77778,,,,7.91667,,,,7.79412,,,,6.38889,,,,6.875,,,,8.19444,,,,8.3,,,,,8.5,,,,,8.5,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,4.72222,,,,Not Scored,,,,7.94118,,,,7.35294,,,,7.77778,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.66667,,,,6.66667,,,,6.66667
04M037,River East Elementary,ES,8.74944,8.88821,8.6,9,9,,,,8.87417,,,,8.39744,,,,8.96104,,,,9.24342,,,,8.54839,,,,8.78289,,,,8.89803,,,,8.53226,,,,9.02961,,,,8.90203,,,,9,,,,8.75839,,,,8.93092,,,,8.86207,,,,8.12937,,,,7.92279,,,,9.08759,,,,9.2,,,,,8.9,,,,,8.7,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.32746,,,,Not Scored,,,,8.88333,,,,8.98973,,,,8.91379,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.48214,,,,9.05172,,,,8.125
04M038,P.S. 38 Roberto Clemente,ES,8.01819,8.16677,7.8,8.1,8.17416,,,,8.03371,,,,7.91667,,,,7.97753,,,,8.52778,,,,8.23864,,,,8.09659,,,,8.02778,,,,7.52778,,,,8.18681,,,,8.02778,,,,8.14607,,,,7.96703,,,,7.94944,,,,7.88235,,,,7.5,,,,7.59146,,,,8.43373,,,,8,,,,,7.8,,,,,8.4,,,,,8.2,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.59884,,,,Not Scored,,,,8.39888,,,,8.15341,,,,8.3046,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.36957,,,,8.04348,,,,7.61905
04M045,M.S. 45/S.T.A.R.S. Prep Academy,MS,8.82843,8.66697,8,8.7,8.92241,,,,7.83898,,,,8.59649,,,,9.16667,,,,9.09091,,,,8.10345,,,,8.22034,,,,7.84483,,,,7.89474,,,,8.57143,,,,8.70536,,,,8.68182,,,,8.86364,,,,8.57759,,,,8.62069,,,,8.47458,,,,8.10185,,,,8.65385,,,,8.7,,,,,8.9,,,,,8.8,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.78947,,,,Not Scored,,,,8.97541,,,,8.75,,,,8.57759,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,9.11765,,,,9.53125,,,,9.21875
04M050,P.S. 050 Vito Marcantonio,ES/MS,7.76434,7.86762,7.6,8,8.01136,,,,7.35119,,,,7.73256,,,,8.42697,,,,8.60465,,,,7.98851,,,,7.87791,,,,8.08824,,,,7.24719,,,,7.70349,,,,7.84091,,,,8.01724,,,,7.84091,,,,7.5,,,,7.75862,,,,7.19512,,,,7.31707,,,,8.23718,,,,7.8,,,,,8,,,,,8.1,,,,,7.9,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.46512,,,,Not Scored,,,,8.00595,,,,7.52941,,,,8.31325,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.77778,,,,7.93103,,,,7.5
04M057,James Weldon Johnson,ES/MS,8.33018,8.47634,8.1,8.3,8.75442,,,,8.53047,,,,8.1769,,,,8.65876,,,,8.63553,,,,8.27273,,,,8.33026,,,,8.30586,,,,8.39091,,,,8.51818,,,,8.5989,,,,8.49091,,,,8.31227,,,,8.40909,,,,8.54545,,,,8.05451,,,,7.97852,,,,8.68627,,,,8.5,,,,,8.4,,,,,8.2,,,,,7.8,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.82075,,,,Not Scored,,,,8.35165,,,,8.56742,,,,8.64662,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.05,,,,8.19149,,,,7.65625
04M072,The Lexington Academy,ES,8.84617,8.97073,8.6,8.9,9.15179,,,,9.01818,,,,8.76812,,,,9.04197,,,,9.13246,,,,8.73636,,,,8.75,,,,8.72659,,,,8.64469,,,,8.87963,,,,9.03137,,,,8.95911,,,,8.77757,,,,8.7963,,,,8.90566,,,,8.49421,,,,8.57287,,,,9.01606,,,,9.2,,,,,8.9,,,,,8.7,,,,,8.7,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.54826,,,,Not Scored,,,,8.95756,,,,8.829,,,,8.97901,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.77778,,,,8.95,,,,8.72449
04M083,P.S. 083 Luis Munoz Rivera,ES,8.16479,8.58432,8.2,8.5,8.80228,,,,8.62934,,,,8.18269,,,,8.73541,,,,8.74016,,,,8.23359,,,,8.51779,,,,8.56151,,,,8.01923,,,,8.48633,,,,8.37838,,,,8.51923,,,,8.43629,,,,8.49609,,,,8.38867,,,,7.84861,,,,7.81938,,,,8.46154,,,,8.7,,,,,8.5,,,,,8.6,,,,,8.6,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.41071,,,,Not Scored,,,,8.65538,,,,8.50202,,,,8.76506,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,7.76786,,,,7.66667,,,,7.05357
04M096,P.S. 096 Joseph Lanzetta,ES/MS,7.44879,7.87478,7.6,7.6,8.07512,,,,7.71531,,,,7.79126,,,,8.03922,,,,8.3209,,,,7.7,,,,7.699,,,,7.925,,,,7.56158,,,,7.77644,,,,7.85366,,,,7.86408,,,,7.73171,,,,7.69608,,,,7.58663,,,,7.27723,,,,7.26648,,,,7.48588,,,,7.7,,,,,7.9,,,,,7.9,,,,,7.5,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.43216,,,,Not Scored,,,,7.65,,,,7.57772,,,,8.02083,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,6.77083,,,,6.75532,,,,6.72222
04M102,P.S. 102 Jacques Cartier,ES,8.46166,8.6319,8.3,8.6,8.76712,,,,8.63739,,,,8.42466,,,,8.76147,,,,8.84259,,,,8.3945,,,,8.40698,,,,8.48131,,,,8.19124,,,,8.4838,,,,8.56481,,,,8.50467,,,,8.49537,,,,8.54167,,,,8.53774,,,,8.10096,,,,7.8875,,,,8.52941,,,,8.8,,,,,8.7,,,,,8.7,,,,,8.4,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.19194,,,,Not Scored,,,,8.57798,,,,8.57981,,,,8.77381,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.40164,,,,8.5,,,,8.13559
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,ES/MS,8.3383,8.48098,8.1,8.4,8.73995,,,,8.51108,,,,8.11989,,,,8.72616,,,,8.82749,,,,8.31536,,,,8.10976,,,,8.41346,,,,8.07951,,,,8.62162,,,,8.54667,,,,8.41281,,,,8.30163,,,,8.3221,,,,8.36486,,,,8.0137,,,,7.96647,,,,8.63636,,,,8.6,,,,,8.4,,,,,8.4,,,,,8.1,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.00831,,,,Not Scored,,,,8.36538,,,,8.55663,,,,8.45568,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,,,,,,,,,,8.15217,,,,8.35106,,,,7.94444
