dbn,locationname,school_type,aca_s_13,com_s_13,eng_s_13,saf_s_13,s_q1a,,,,s_q1b,,,,s_q1c,,,,s_q1d,,,,s_q1e,,,,s_q1f,,,,s_q1g,,,,s_q2a,,,,s_q2b,,,,s_q2c,,,,s_q2d,,,,s_q3,,,,s_q4a,,,,s_q4b,,,,s_q4c,,,,s_q4d,,,,s_q4e,,,,s_q4f,,,,s_q4g,,,,s_q4h,,,,s_q4i,,,,s_q4j,,,,s_q4k,,,,s_q5a,,,,,s_q5b,,,,,s_q6a,,,,s_q6b,,,,s_q6c,,,,s_q7a,,,,s_q7b,,,,s_q7c,,,,s_q8f,,,,s_q9a_1,s_q9a_2,s_q9a_3,s_q9a_4,s_q9a_5,s_q9a_6,s_q9b_1,s_q9b_2,s_q9b_3,s_q9b_4,s_q9b_5,s_q9b_6,s_q9c_1,s_q9c_2,s_q9c_3,s_q9c_4,s_q9c_5,s_q9c_6,s_q10a_1,s_q10a_2,s_q10a_3,s_q10a_4,s_q10a_5,s_q10b_1,s_q10b_2,s_q10b_3,s_q10b_4,s_q10b_5,s_q10c_1,s_q10c_2,s_q10c_3,s_q10c_4,s_q10c_5,s_q11a,,,,s_q11b,,,,s_q11c,,,,s_q11d,,,,s_q11e
03M191,P.S. 191 Amsterdam,ES/MS,7.19306,7.32825,5.69106,5.25528,8.15728,,,,7.32311,,,,6.84272,,,,6.93128,,,,6.77381,,,,3.53081,,,,7.71226,,,,7.53589,,,,6.54028,,,,7.8673,,,,5.83333,,,,N/A,,,,8.99764,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,5.9316,,,,6.49764,,,,6.32629,,,,6.11905,,,,7.02607,,,,7.60613,,,,5.75829,,,,7.5,,,,,4.64674,,,,,2.91469,,,,3.03318,,,,5.14151,,,,3.50236,,,,4.95261,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.01923,,,,4.75369,,,,4.35366,,,,4.79469,,,,6.82836
03M199,P.S. 199 Jessie Isador Straus,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
03M208,P.S. 208 Alain L. Locke,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
03M241,STEM Institute of Manhattan,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
03M242,P.S. 242 - The Young Diplomats Magnet Academy,ES,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
03M243,M.S. 243 Center School,MS,8.67872,8.93607,8.61358,8.64837,9.20588,,,,8.77941,,,,8.43195,,,,8.60947,,,,8.59467,,,,7.67857,,,,9.28571,,,,9.41176,,,,8.64706,,,,9.26471,,,,8.04734,,,,N/A,,,,8.89706,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9,,,,9.27941,,,,8.89706,,,,8.41176,,,,8.40237,,,,8.9645,,,,8.6756,,,,9.26923,,,,,8.00633,,,,,7.5,,,,7.84431,,,,7.42424,,,,7.58929,,,,8.47305,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.68935,,,,9.12202,,,,8.48802,,,,9.34911,,,,9.82249
03M245,M.S. M245 The Computer School,MS,8.2063,7.83489,7.76977,8.03009,8.96373,,,,8.42208,,,,7.91667,,,,7.94079,,,,8.09091,,,,6.49351,,,,8.6849,,,,7.98303,,,,7.64512,,,,8.51828,,,,7.1438,,,,N/A,,,,8.93135,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.16234,,,,8.5974,,,,7.90026,,,,7.77415,,,,8.2874,,,,7.60499,,,,7.78871,,,,8.69167,,,,,7.58403,,,,,6.51316,,,,7.23404,,,,7.1609,,,,7.38816,,,,7.8562,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.91514,,,,8.24607,,,,7.81167,,,,7.84031,,,,9.54068
03M247,M.S. M247 Dual Language Middle School,MS,9.29843,9.0825,8.47067,9.08908,9.59906,,,,9.2891,,,,8.96919,,,,8.97619,,,,9.3128,,,,7.77251,,,,9.41943,,,,9.32783,,,,9.05213,,,,9.44575,,,,8.85071,,,,N/A,,,,9.71698,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.79717,,,,9.24528,,,,9.31604,,,,8.64929,,,,9.36321,,,,8.95047,,,,9.43128,,,,8.22917,,,,,8.6715,,,,,7.86557,,,,8.2783,,,,9.07583,,,,8.99764,,,,8.50236,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.8467,,,,9.66981,,,,8.9033,,,,9.0566,,,,9.95261
03M250,M.S. 250 West Side Collaborative Middle School,MS,8.38983,8.1233,7.62374,7.94802,8.80882,,,,8.57353,,,,8.39706,,,,8.31818,,,,8.36826,,,,6.22754,,,,8.57988,,,,8.66864,,,,7.54438,,,,8.57988,,,,7.90419,,,,N/A,,,,9.25,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.81065,,,,8.16568,,,,7.92647,,,,7.75,,,,8.5119,,,,7.30422,,,,7.81627,,,,8.76984,,,,,7.46875,,,,,6.36228,,,,6.82927,,,,7.12575,,,,7.2619,,,,7.76627,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.48485,,,,7.48494,,,,8.00613,,,,8.53916,,,,9.66463
03M256,M.S. 256 Academic & Athletic Excellence,MS,8.35262,8.5401,7.93187,7.93223,9.08333,,,,8.56908,,,,8.26159,,,,8.24013,,,,8.36667,,,,6.9,,,,8.53618,,,,8.6745,,,,7.97297,,,,8.58333,,,,7.95608,,,,N/A,,,,9.47368,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.89474,,,,7.92763,,,,7.66556,,,,7.8,,,,8.27815,,,,8.68421,,,,8.46026,,,,8.89493,,,,,7.53401,,,,,5.74013,,,,5.64145,,,,6.36513,,,,7.64901,,,,7.99669,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.45724,,,,8.27815,,,,8.73355,,,,8.69205,,,,9.19408
03M258,Community Action School - MS 258,MS,8.55605,8.18723,7.76012,7.82892,8.91775,,,,8.71767,,,,8.31169,,,,8.80952,,,,8.63537,,,,6.23377,,,,8.65556,,,,8.40217,,,,7.8587,,,,8.87446,,,,7.7533,,,,N/A,,,,9.43231,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.61957,,,,8.55603,,,,8.14935,,,,7.10177,,,,8.6039,,,,7.84783,,,,7.88377,,,,9.22986,,,,,7.28365,,,,,6.34279,,,,6.5708,,,,7.20852,,,,7.47835,,,,7.8587,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.68341,,,,7.631,,,,7.42391,,,,8.02174,,,,8.87446
03M283,Manhattan Theatre Lab High School,HS,6.74702,7.09336,5.8847,6.11067,7.36364,,,,7.12617,,,,7.04545,,,,7.06818,,,,7.08333,,,,4.74299,,,,7.59346,,,,7.66055,,,,6.34434,,,,7.04128,,,,5.625,,,,3.96789,,,,8.06818,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.62844,,,,7.34234,,,,6.8578,,,,6.0514,,,,6.58257,,,,6.57407,,,,6.29717,,,,7.7957,,,,,5.96939,,,,,4.86239,,,,4.70183,,,,6.53302,,,,3.59813,,,,3.91204,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.28155,,,,4.85437,,,,6.48515,,,,6.99029,,,,7.675
03M299,"High School for Arts, Imagination and Inquiry",HS,7.63475,7.45427,6.67725,6.86311,8.36262,,,,7.98878,,,,7.62019,,,,7.75806,,,,7.62945,,,,5.69355,,,,8.26052,,,,7.71036,,,,6.79153,,,,7.86885,,,,7.10396,,,,6.61475,,,,8.50639,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.27419,,,,7.77244,,,,7.3722,,,,7.07668,,,,7.83654,,,,7.03226,,,,7.04397,,,,8.37452,,,,,6.55694,,,,,5.16935,,,,5.10518,,,,6.2541,,,,5.68994,,,,5.25244,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.82787,,,,6.42395,,,,6.66396,,,,7.14286,,,,8.40164
03M307,"Urban Assembly School for Media Studies, The",HS,7.54009,7.57165,6.65097,6.97673,7.88026,,,,7.89644,,,,7.46764,,,,7.52427,,,,7.5974,,,,5.1461,,,,8.08775,,,,8.08824,,,,7.0477,,,,7.83607,,,,7.56579,,,,6.93333,,,,8.29839,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.19256,,,,7.71774,,,,7.30583,,,,7.02419,,,,7.5974,,,,7.15909,,,,7.16997,,,,8.13657,,,,,6.39405,,,,,5.30328,,,,5.16393,,,,5.78125,,,,6.17987,,,,5.73191,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.80328,,,,6.89344,,,,7.23333,,,,7.81863,,,,8.06931
03M333,P.S. 333 Manhattan School for Children,ES/MS,8.14049,8.14957,7.74194,7.79437,8.68263,,,,8.77246,,,,7.88922,,,,8.41317,,,,8.24242,,,,6.1747,,,,8.16265,,,,8.62275,,,,7.87651,,,,8.41463,,,,7.03704,,,,N/A,,,,8.52679,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.27381,,,,8.48214,,,,8.14371,,,,7.37805,,,,7.66566,,,,7.93675,,,,6.70732,,,,9.5679,,,,,7.55034,,,,,7.15625,,,,6.78125,,,,7.01258,,,,7.73292,,,,6.81677,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.25633,,,,7.37578,,,,7.51562,,,,8.29193,,,,9.08385
03M334,The Anderson School,ES/MS,9.0267,8.69782,8.81651,8.92015,9.40476,,,,8.82895,,,,8.66402,,,,8.85526,,,,8.74339,,,,7.65957,,,,9.6123,,,,9.13158,,,,8.49206,,,,9.23684,,,,8.57713,,,,N/A,,,,8.96053,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.31217,,,,9.69415,,,,9.25926,,,,8.98148,,,,8.49734,,,,8.29787,,,,8.90212,,,,9.80226,,,,,9.03226,,,,,8.30263,,,,8.76316,,,,9.02116,,,,6.97368,,,,8.81649,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.81283,,,,9.3484,,,,8.57143,,,,8.99471,,,,9.74868
03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,HS,6.88926,7.27808,6.16083,6.17043,7.09524,,,,7.04976,,,,6.94976,,,,6.67062,,,,6.67857,,,,4.94048,,,,7.62077,,,,8.14904,,,,6.65441,,,,7.07143,,,,6.77536,,,,6.30488,,,,8.13095,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.57452,,,,6.77381,,,,6.56699,,,,6.5311,,,,6.01675,,,,6.73544,,,,6.50966,,,,7.53571,,,,,6.05053,,,,,4.88971,,,,3.97059,,,,5.49505,,,,5.06158,,,,5.09901,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.25248,,,,6.14532,,,,6.25,,,,6.59653,,,,7.77094
03M403,THE GLOBAL LEARNING COLLABORATIVE,HS,7.42683,7.48124,6.79116,7.20729,7.81759,,,,7.81656,,,,7.32143,,,,7.52475,,,,7.3539,,,,5.53279,,,,8.1043,,,,7.81967,,,,7.09571,,,,7.67327,,,,7.17608,,,,6.25822,,,,8.05556,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.2377,,,,7.6398,,,,7.37664,,,,7.53279,,,,7.80428,,,,7.30263,,,,7.43355,,,,7.79736,,,,,6.41917,,,,,6.0151,,,,5.69728,,,,6.4881,,,,6.07383,,,,6.29223,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7027,,,,7.15753,,,,7.5434,,,,7.62755,,,,8.87842
03M404,INNOVATION DIPLOMA PLUS,HST,9.0306,9.23402,8.67694,8.93665,9.21642,,,,9.25373,,,,9.29104,,,,9.14179,,,,8.95522,,,,8.14394,,,,9.32836,,,,9.26923,,,,8.57692,,,,9.03846,,,,8.90625,,,,8.97727,,,,9.21642,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,9.16667,,,,9.25373,,,,9.1791,,,,9.06716,,,,9.29104,,,,9.14179,,,,9.09091,,,,8.89423,,,,,8.94531,,,,,7.86765,,,,7.90441,,,,8.27206,,,,8.49265,,,,8.60294,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.89706,,,,9.08088,,,,9.4403,,,,9.33824,,,,9.26471
03M415,Wadleigh Secondary School for the Performing & Visual Arts,MS/HS,7.13599,7.0639,6.70704,6.56798,7.75685,,,,7.39619,,,,6.82292,,,,7.0976,,,,7.21552,,,,5.8564,,,,7.76132,,,,7.47405,,,,6.81034,,,,7.19828,,,,6.6955,,,,5.90081,,,,8.27911,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,6.97695,,,,7.47387,,,,6.86842,,,,6.44876,,,,7.46491,,,,6.89474,,,,6.4805,,,,7.57009,,,,,5.89147,,,,,4.86796,,,,4.94737,,,,6.05872,,,,5.42254,,,,6.32143,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.50909,,,,6.70909,,,,6.9052,,,,7.32472,,,,7.63787
03M417,FRANK McCOURT HIGH SCHOOL,HS,7.83411,7.74426,6.97307,7.42383,8.71795,,,,7.92125,,,,7.62868,,,,8.14338,,,,7.76557,,,,5.62731,,,,8.56227,,,,8.44669,,,,7.43542,,,,7.76753,,,,7.15993,,,,6.08856,,,,9.01099,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.52747,,,,8.30556,,,,7.1337,,,,6.91392,,,,7.82051,,,,7.15741,,,,7.07721,,,,8.47884,,,,,7.14876,,,,,6.04244,,,,6.30074,,,,7.2037,,,,6.48897,,,,5.7963,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.78598,,,,7.72059,,,,7.64098,,,,8.23694,,,,9.31734
03M421,WEST PREP ACADEMY,MS,8.58616,8.53923,7.87632,7.49134,9.11017,,,,8.83427,,,,8.37571,,,,8.31921,,,,8.48315,,,,6.71875,,,,9.16193,,,,8.85714,,,,8.3046,,,,9.01429,,,,8.4104,,,,N/A,,,,9.64888,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.92373,,,,8.30056,,,,8.31921,,,,7.68258,,,,8.92655,,,,8.38483,,,,7.5,,,,8.65044,,,,,7.03313,,,,,5.53371,,,,5.65714,,,,6.2931,,,,6.33523,,,,7.78409,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.80226,,,,6.77966,,,,6.68571,,,,7.16102,,,,9.16193
03M452,P.S. 452,ECC,N/A,N/A,N/A,N/A,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,,N/A,,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,,,,N/A,,,,N/A,,,,N/A,,,,N/A
03M479,Beacon High School,HS,8.43669,7.66534,7.89672,8.25038,9.12069,,,,8.6665,,,,7.80029,,,,8.40128,,,,7.7862,,,,6.60942,,,,9.24926,,,,7.30564,,,,7.48281,,,,8.30409,,,,8.1177,,,,7.43602,,,,9.20466,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,8.28155,,,,9.08672,,,,8.97959,,,,7.69306,,,,7.50488,,,,7.89009,,,,7.50733,,,,8.88235,,,,,7.73931,,,,,7.51701,,,,7.7551,,,,8.08049,,,,7.79483,,,,8.22745,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.56579,,,,9.25954,,,,8.66517,,,,8.95089,,,,9.4861
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,HS,7.60509,6.82658,7.13274,7.70455,8.61856,,,,7.86837,,,,6.72546,,,,6.93066,,,,7.04709,,,,5.41205,,,,8.72979,,,,6.79403,,,,6.72048,,,,7.62807,,,,7.07944,,,,6.13588,,,,8.56417,,,,Not Scored,,,,Not Scored,,,,Not Scored,,,,7.78662,,,,8.65214,,,,8.37638,,,,7.84048,,,,7.57372,,,,6.96026,,,,6.95406,,,,8.2872,,,,,6.35271,,,,,7.01784,,,,6.5649,,,,7.44887,,,,5.15291,,,,7.45736,,,,Not Scored,,,,Not Scored,,,,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.04024,,,,9.08797,,,,8.64154,,,,9.03475,,,,9.57403
